food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.74,5.75,32.93,4.32,85.0,27.9905,Veg,Breakfast
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.04,7.45,65.08,8.53,85.0,55.318000000000005,Veg,Breakfast
Spanish rice,164.24,4.19,31.1,2.23,73.0,22.703000000000003,Veg,Unknown
Chinese fried rice,120.58,4.05,13.4,5.43,73.0,9.782,Non-Veg,Unknown
Macroni cheese pie,170.63,5.85,21.1,7.48,47.0,9.917,Veg,Breakfast
Vegetable chowmein,129.71,3.07,15.44,6.36,0.0,0.0,Veg,Breakfast
Chicken chowmein,151.33,6.33,13.3,8.23,0.0,0.0,Non-Veg,Breakfast
Cheese noodle ring,133.67,6.22,13.96,6.12,0.0,0.0,Veg,Breakfast
Spaghetti and cheese balls in tomato sauce,508.32,2.41,7.82,52.08,26.5,2.0723000000000003,Veg,Breakfast
Penne platter,177.4,5.04,20.87,8.71,0.0,0.0,Veg,Breakfast
Pasta hot pot,125.17,5.84,11.6,6.47,50.0,5.8,Veg,Unknown
Chicken lasagne,187.49,10.45,13.9,10.36,0.0,0.0,Non-Veg,Breakfast
Fettuccine with spinach sauce,129.21,3.1,12.19,7.83,32.0,3.9008,Veg,Unknown
Semolina dosa (Suji/Rava dosa),227.05,7.3,32.84,7.12,50.0,16.42,Veg,Breakfast
Onion tomato uttapam,462.02,1.91,11.32,45.3,26.5,2.9998,Veg,Breakfast
Paneer kaathi roll,285.94,6.92,20.1,19.55,0.0,0.0,Veg,Lunch/Dinner
Washed moong dal (Dhuli moong ki dal),50.0,2.68,5.91,1.68,27.5,1.62525,Veg,Unknown
Washed urad dal (Dhuli urad ki dal),61.32,2.51,5.84,2.98,27.5,1.606,Veg,Breakfast
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25,2.79,7.1,3.6,70.0,4.97,Veg,Unknown
Dry washed urad,124.71,6.85,15.66,3.5,40.0,6.263999999999999,Veg,Unknown
Mixed dal,61.93,2.51,5.79,3.1,10.0,0.579,Veg,Unknown
Whole moong (Moong ki dal),53.7,2.25,5.22,2.56,34.0,1.7748,Veg,Lunch/Dinner
Whole masoor (Masoor ki dal),54.05,2.28,5.37,2.52,27.5,1.47675,Veg,Lunch/Dinner
Whole moth (Moth ki dal),55.0,2.01,5.74,2.62,34.0,1.9516,Veg,Lunch/Dinner
Whole urad (Urad ki dal),53.8,2.21,5.05,2.62,34.0,1.717,Veg,Breakfast
Moti mahal dal (Urad rajmah mix dal),103.13,3.93,8.74,5.66,27.5,2.4035,Veg,Breakfast
Black channa curry/Bengal gram curry (Kale chane ki curry),140.68,5.67,14.11,6.61,30.0,4.233,Veg,Unknown
Chickpeas curry (Safed channa curry),163.43,6.1,19.98,6.84,28.0,5.5944,Veg,Breakfast
Lobia curry,148.99,6.06,17.88,5.62,45.0,8.046,Veg,Unknown
Soyabean curry,163.28,10.43,6.76,10.19,15.0,1.014,Veg,Unknown
Kidney bean curry (Rajmah curry),143.73,5.95,16.38,5.77,24.0,3.9312,Veg,Lunch/Dinner
Besan kadhi with pakodies,403.35,1.64,3.56,42.59,70.0,2.492,Veg,Breakfast
Khatta channa,202.57,6.3,21.14,10.56,51.0,10.7814,Non-Veg,Unknown
Sprouted moong dal chat,32.47,1.35,6.01,0.32,10.0,0.601,Veg,Breakfast
Potato cauliflower (Aloo gobhi),106.18,1.9,5.99,8.13,15.0,0.8985000000000001,Veg,Breakfast
Potato capsicum (Shimla mirch aloo),125.53,1.41,8.72,9.33,95.0,8.284,Veg,Breakfast
Cabbage and peas (Pattagobhi aur matar),63.88,3.24,6.24,2.64,10.0,0.6240000000000001,Veg,Unknown
Carrot and fenugreek leaves (Gajar methi),61.92,2.1,4.17,3.81,47.0,1.9599,Veg,Breakfast
Potato fenugreek (Aloo methi),135.15,2.25,8.47,10.04,95.0,8.046500000000002,Veg,Breakfast
Brinjal bhartha (Baingan ka bhartha),65.12,1.38,4.4,4.48,20.0,0.88,Veg,Breakfast
Dry potato (Sookhe aloo),103.15,1.62,14.38,4.18,95.0,13.661,Veg,Unknown
Beans with coconut (Nariyal aur sem/phali; Beans thoran),131.63,2.62,4.39,11.39,35.0,1.5364999999999998,Veg,Unknown
Cauliflower with coconut (Nariyal ke saath phoolgobhi),132.11,2.64,3.99,11.56,15.0,0.5985,Veg,Unknown
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),106.61,1.82,4.99,8.62,70.0,3.4930000000000003,Veg,Breakfast
Raw turnip with coconut ,132.15,1.8,5.78,11.47,45.0,2.6010000000000004,Veg,Breakfast
Raw papaya with coconut (Papaya thoran),132.75,1.54,5.58,11.42,45.0,2.511,Veg,Breakfast
Stuffed okra (Bharwa bhindi),94.34,2.08,3.85,7.66,85.0,3.2725,Veg,Unknown
Stuffed round gourd (Bharwa tinde),72.8,1.1,4.02,5.75,15.0,0.603,Veg,Unknown
Stuffed capsicum (Bharwa shimla mirch),90.94,1.34,8.26,5.7,50.0,4.13,Veg,Unknown
Stuffed brinjal (Bharwa baingan),93.0,1.53,3.96,7.73,20.0,0.792,Veg,Lunch/Dinner
Stuffed tomatoes (Bharwa tamatar),93.35,3.28,6.19,6.06,26.5,1.64035,Veg,Breakfast
Pea potato curry (Aloo matar),100.92,3.48,9.74,5.13,95.0,9.253,Veg,Breakfast
Pea paneer curry (Matar paneer),134.83,6.61,9.29,7.75,20.0,1.858,Veg,Lunch/Dinner
Pea mushroom curry (Matar mushroom),93.3,3.87,7.41,5.16,10.0,0.741,Veg,Unknown
Pea curry (Matar ki sabzi),102.99,4.51,9.2,5.11,0.0,0.0,Veg,Lunch/Dinner
Pea vadi curry,101.95,4.64,8.9,5.08,60.0,5.34,Veg,Lunch/Dinner
Paneer curry,176.52,7.8,8.4,12.38,0.0,0.0,Veg,Lunch/Dinner
Lotus stem curry (Kamal kakdi curry),110.34,1.53,9.24,7.25,0.0,0.0,Veg,Unknown
Gravy for kofta,125.59,1.75,6.31,10.35,0.0,0.0,Veg,Unknown
Pea kofta curry (Matar kofta curry),595.66,2.01,4.17,63.39,0.0,0.0,Veg,Unknown
Spinach kofta curry (Palak kofta curry),571.78,1.09,3.56,61.49,0.0,0.0,Veg,Unknown
Paneer kofta curry,670.91,2.39,3.27,72.06,0.0,0.0,Veg,Lunch/Dinner
Lotus stem kofta curry (Kamal kakdi kofta curry),633.56,0.96,5.01,67.76,0.0,0.0,Veg,Unknown
Raw banana kofta curry (Kela kofta curry),627.27,0.62,3.4,67.98,51.0,1.734,Veg,Lunch/Dinner
Cauliflower kofta curry (Phoolgobhi kofta curry),641.1,1.04,2.62,69.62,15.0,0.393,Veg,Unknown
Cabbage kofta curry (Pattagobhi kofta curry),639.81,0.98,2.87,69.4,10.0,0.287,Veg,Unknown
Ghiya/Lauki Kofta Curry,638.71,0.89,2.71,69.4,0.0,0.0,Veg,Lunch/Dinner
Spinach paneer kofta curry (Palak paneer kofta curry),606.03,1.43,2.94,65.41,15.0,0.441,Veg,Lunch/Dinner
Vegetarian egg kofta curry,627.41,1.33,4.26,67.24,0.0,0.0,Non-Veg,Unknown
Baked vegetables,88.99,3.67,8.44,4.44,65.0,5.486000000000001,Veg,Lunch/Dinner
Cauliflower musallam (Phoolgobhi musallam),58.83,1.89,4.48,3.55,15.0,0.672,Veg,Unknown
Baked vegetables with spinach ,77.79,3.22,6.93,4.03,15.0,1.0395,Veg,Lunch/Dinner
Baked potato with skin ,135.77,3.43,11.11,8.5,95.0,10.5545,Veg,Unknown
Shepherd's pie (vegetarian),135.63,5.04,12.03,7.3,47.0,5.6541,Veg,Unknown
Baked brinjal in tomato sauce,38.63,1.58,4.13,1.62,26.5,1.09445,Veg,Breakfast
Spinach paneer (Palak paneer),77.68,4.03,4.43,4.76,15.0,0.6644999999999999,Veg,Lunch/Dinner
Methi chaman,475.62,1.54,2.78,50.91,45.0,1.251,Veg,Breakfast
Jackfruit sabzi (Kathal ki sabzi),625.4,0.69,3.4,67.6,47.0,1.598,Veg,Lunch/Dinner
Al yakhani,147.54,2.86,4.65,13.14,45.0,2.0925,Veg,Breakfast
Paneer in butter sauce,145.61,6.99,9.7,8.81,0.0,0.0,Veg,Lunch/Dinner
Paneer makhana korma,775.82,3.24,4.63,82.76,0.0,0.0,Non-Veg,Breakfast
Roghan josh,139.59,9.56,4.93,9.02,0.0,0.0,Non-Veg,Breakfast
Spinach mutton (Palak mutton),80.32,5.74,3.45,4.71,15.0,0.5175,Non-Veg,Unknown
Pea keema curry (Matar keema ki sabzi),133.0,8.43,6.24,8.14,0.0,0.0,Non-Veg,Unknown
Keema kofta curry,154.45,9.77,5.64,10.39,0.0,0.0,Non-Veg,Breakfast
Kashmiri mutton koftas (Gushtaba),97.42,6.33,3.04,6.77,0.0,0.0,Non-Veg,Unknown
Chicken yakhni,99.0,10.66,0.78,6.1,0.0,0.0,Non-Veg,Breakfast
Mutton do piaza,183.3,9.39,4.14,14.41,60.0,2.484,Non-Veg,Lunch/Dinner
Mutton chops,663.64,4.03,1.48,71.31,0.0,0.0,Non-Veg,Lunch/Dinner
Shammi kebab,685.69,4.52,3.54,72.61,31.0,1.0974,Non-Veg,Unknown
Scotch egg,676.89,4.05,1.91,72.62,0.0,0.0,Non-Veg,Unknown
Chilli chicken,198.83,9.57,2.86,16.56,0.0,0.0,Non-Veg,Lunch/Dinner
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),125.03,11.48,2.51,7.61,70.0,1.757,Non-Veg,Breakfast
Fish curry (Machli curry),111.13,8.76,3.77,6.69,0.0,0.0,Non-Veg,Lunch/Dinner
Fried fish (Indian style) (Tali hui machli),658.54,4.35,5.4,68.88,0.0,0.0,Non-Veg,Breakfast
Fried fish and Chips (English Style) (Tali hui machli aur chips),651.75,3.36,2.77,69.69,63.0,1.7451,Non-Veg,Unknown
Tomato fish,489.79,2.39,3.18,51.91,26.5,0.8427000000000001,Non-Veg,Unknown
Baked fish with cheese sauce,113.96,8.64,4.06,7.02,0.0,0.0,Non-Veg,Unknown
"Paneer, apple and pineapple salad",95.08,3.88,8.35,5.07,39.0,3.2565,Veg,Lunch/Dinner
Russian salad,114.83,4.26,6.5,7.84,15.0,0.975,Veg,Lunch/Dinner
Pasta salad,190.36,4.15,12.7,13.92,50.0,6.35,Veg,Unknown
Deviled egg,98.56,4.97,2.23,7.72,0.0,0.0,Non-Veg,Unknown
Hawain salad,175.23,4.27,14.35,11.37,15.0,2.1525,Veg,Breakfast
Mixed pulse and vegetable salad,83.12,4.74,13.96,0.84,15.0,2.094,Veg,Breakfast
Sprouted moong salad ,37.81,2.29,5.48,0.74,15.0,0.8220000000000001,Veg,Breakfast
Tossed salad,62.96,1.02,4.95,4.22,15.0,0.7425,Veg,Unknown
Mixed vegetable salad with curd sauce,60.28,4.23,7.03,1.5,15.0,1.0545,Veg,Breakfast
Potato salad (Aloo ka salaad),89.91,1.4,11.19,4.4,95.0,10.6305,Veg,Breakfast
Waldroff salad,141.75,1.47,11.02,10.05,15.0,1.6529999999999998,Veg,Unknown
Coleslaw,76.71,1.24,5.59,5.32,0.0,0.0,Veg,Lunch/Dinner
Fruit salad (Phalon ka salaad),78.14,0.91,15.96,1.22,15.0,2.394,Veg,Breakfast
Tomato onion raita (Tamatar aur pyaaz ka raita),59.0,3.74,7.08,1.84,26.5,1.8762,Veg,Breakfast
Peanut raita (Mungfali ka raita),150.39,8.59,9.3,8.98,15.0,1.395,Veg,Breakfast
Sprouted moong raita ,60.89,4.62,6.13,2.19,30.0,1.839,Veg,Breakfast
Bottle gourd raita (Ghiya/Lauki ka raita),56.31,3.98,5.76,2.07,0.0,0.0,Veg,Breakfast
Cucumber raita (Kheere ka raita),59.13,4.04,6.35,2.08,15.0,0.9525,Veg,Breakfast
Carrot and spinach raita (Gajar aur palak ka raita),56.83,4.0,5.83,1.99,15.0,0.8745,Veg,Breakfast
Mint raita (Pudinay ka raita),77.59,5.64,7.65,2.96,30.0,2.295,Veg,Breakfast
Potato raita (Aloo ka raita),75.38,4.22,10.24,2.04,30.0,3.072,Veg,Breakfast
Sweet raita (Meetha raita),99.24,3.24,17.93,1.78,30.0,5.379,Veg,Breakfast
Dahi vadas/Dahi bhalla,667.73,2.96,5.49,70.4,67.5,3.70575,Veg,Breakfast
Gunjia,667.34,2.98,5.68,70.28,51.0,2.8968000000000003,Veg,Unknown
Saunth/Sonth chutney with tamarind/imli,141.53,1.01,33.55,0.15,35.0,11.7425,Veg,Unknown
Rice kheer (Chawal ki kheer),75.03,2.3,10.05,2.97,65.0,6.5325,Veg,Breakfast
Vermicelli kheer (Semiya/Seviyan ki kheer),120.07,3.35,15.87,5.0,35.0,5.554499999999999,Veg,Breakfast
Semolina kheer (Suji/Rava kheer),113.21,3.43,15.88,4.2,65.0,10.322,Veg,Breakfast
Paneer kheer,105.31,4.53,10.03,5.37,65.0,6.519499999999999,Veg,Breakfast
Cabbage kheer (Pattagobhi ki kheer),83.51,2.87,9.73,3.8,10.0,0.973,Veg,Breakfast
Carrot kheer (Gajar ki kheer),85.35,2.81,10.09,3.85,47.0,4.7423,Veg,Breakfast
Cauliflower kheer (Phoolgobhi ki kheer),81.95,3.04,8.78,3.95,15.0,1.317,Veg,Breakfast
Moong dal kheer,77.16,2.95,9.89,2.97,10.0,0.989,Veg,Breakfast
Semolina halwa (Suji ka halwa),225.65,2.16,24.67,13.38,60.0,14.802,Veg,Breakfast
Shahi suji halwa,382.34,3.48,44.44,21.73,10.0,4.444,Veg,Breakfast
Carrot halwa (Gajar ka halwa),172.64,3.11,18.53,9.73,47.0,8.709100000000001,Veg,Breakfast
Egg halwa (Ande ka halwa),299.74,7.85,39.59,13.41,0.0,0.0,Non-Veg,Breakfast
Potato halwa (Aloo ka halwa),151.66,1.53,29.18,3.48,95.0,27.721,Veg,Breakfast
Pumpkin halwa (Kaddu ka halwa),190.27,1.33,27.6,8.81,65.0,17.94,Veg,Breakfast
Caramel custard (steamed),121.58,4.97,15.02,4.87,35.0,5.257,Veg,Unknown
Baked custard,106.53,5.41,9.45,5.3,48.0,4.536,Veg,Unknown
Soft Custard (stirred),109.18,5.01,11.19,5.07,0.0,0.0,Veg,Unknown
Chocolate ice cream,177.7,4.47,15.41,11.25,49.0,7.5509,Veg,Lunch/Dinner
Mango ice cream,125.69,3.4,11.14,7.62,30.0,3.3420000000000005,Veg,Unknown
Fruit Ice cream (Phalon ka Ice cream),171.46,4.37,16.05,10.38,30.0,4.815,Veg,Breakfast
Caramel ice cream,173.52,4.31,14.81,11.15,30.0,4.4430000000000005,Veg,Unknown
Lemon souffle,168.51,6.95,13.43,10.02,20.0,2.6860000000000004,Veg,Unknown
Orange souffle,168.28,6.8,14.2,9.73,40.0,5.68,Veg,Unknown
Vanilla souffle,187.85,7.71,14.78,11.19,5.0,0.7389999999999999,Veg,Unknown
Chocolate souffle,189.32,7.88,14.74,11.36,49.0,7.2226,Veg,Lunch/Dinner
Pineapple souffle ,196.14,8.06,15.52,11.72,39.0,6.0528,Veg,Unknown
Apple mousse,106.92,4.21,12.77,4.27,39.0,4.9803,Veg,Unknown
Rich chocolate mousse,188.26,7.96,10.84,12.19,49.0,5.311599999999999,Veg,Unknown
Mango mousse,124.98,3.21,9.14,8.47,51.0,4.6614,Veg,Unknown
Orange and pineapple cream,101.18,1.44,11.96,5.43,39.0,4.6644000000000005,Veg,Unknown
Charlotte rousse,188.29,3.95,34.08,4.78,48.0,16.3584,Veg,Breakfast
Triffle pudding,116.97,2.93,18.24,3.93,75.0,13.679999999999998,Veg,Unknown
Snow flakes pudding,95.21,4.67,8.07,4.97,80.0,6.456,Veg,Unknown
Kulfi,98.43,3.21,11.3,4.7,31.0,3.503,Veg,Unknown
Steamed orange pudding,278.03,2.34,41.53,12.04,40.0,16.612000000000002,Veg,Unknown
Meringue and rice pudding,112.93,4.84,14.6,4.05,73.0,10.658,Veg,Unknown
Cheese pudding,285.01,11.29,19.27,18.37,0.0,0.0,Veg,Breakfast
Chocolate pudding,211.96,3.55,29.59,9.48,49.0,14.4991,Veg,Lunch/Dinner
Bread and butter pudding ,167.94,5.59,19.63,7.88,0.0,0.0,Veg,Unknown
Queen of pudding,132.92,5.51,16.35,5.38,70.0,11.445,Veg,Unknown
Pineapple upside down pudding,257.73,3.15,35.73,11.91,39.0,13.934699999999998,Veg,Unknown
Date and nut pie,322.42,3.93,46.86,13.31,47.0,22.0242,Veg,Unknown
Stewed apple with custard,92.87,1.27,18.36,1.82,39.0,7.160399999999999,Veg,Unknown
Apple snowballs,101.51,0.86,24.58,0.31,39.0,9.586199999999998,Veg,Unknown
Hot orange souffle,179.97,6.87,18.77,8.95,40.0,7.507999999999999,Veg,Unknown
Hot chocolate souffle,226.09,6.7,26.21,11.1,49.0,12.8429,Veg,Unknown
Hot vanilla souffle,192.93,6.87,21.77,9.07,5.0,1.0885,Veg,Unknown
Plain burfi (Burfi),408.32,9.82,30.88,27.96,35.0,10.808,Veg,Breakfast
Coconut burfi (Nariyal ki burfi),467.64,8.81,32.15,34.63,45.0,14.4675,Veg,Breakfast
Bottle gourd burfi (Ghiya/Lauki burfi),275.96,5.86,24.51,17.68,0.0,0.0,Veg,Breakfast
Chocolate burfi,339.33,13.0,33.15,17.86,49.0,16.243499999999997,Veg,Breakfast
Cashewnut burfi (Kaju burfi/Kaju katli),421.74,5.48,37.92,28.46,26.0,9.8592,Veg,Breakfast
Gram flour burfi (Besan burfi),421.79,11.19,46.59,22.41,85.0,39.6015,Veg,Breakfast
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.71,6.71,52.86,21.86,23.0,12.1578,Veg,Breakfast
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.43,5.68,50.9,27.03,70.0,35.63,Veg,Breakfast
Gram flour ladoo (Besan ladoo),476.91,8.93,62.61,22.76,85.0,53.218500000000006,Veg,Breakfast
Sesame ladoo (Til ke ladoo),396.96,10.7,43.5,19.64,35.0,15.225,Veg,Breakfast
Chenna murki,252.69,10.46,36.01,8.2,85.0,30.6085,Veg,Breakfast
Milk cake,127.41,3.01,9.13,8.93,31.0,2.8303000000000003,Veg,Unknown
Ghujia/Lavang latika,768.98,1.86,13.0,78.93,4.0,0.52,Veg,Lunch/Dinner
Gulab Jamun with khoya,586.06,2.03,26.09,53.23,67.5,17.61075,Veg,Breakfast
Mal pua,566.68,1.71,17.56,54.64,50.0,8.78,Veg,Breakfast
Shahi tukre,189.81,2.76,41.46,2.54,65.0,26.949,Veg,Breakfast
Potato pakora/pakoda (Aloo pakoda),677.19,1.9,6.04,71.84,75.0,4.53,Veg,Breakfast
Onion pakora/pakoda (Pyaaz ke pakode),674.61,1.9,5.41,71.84,75.0,4.0575,Veg,Breakfast
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.63,1.98,4.52,71.86,15.0,0.6779999999999999,Veg,Breakfast
Mixed vegetable pakora/pakoda,673.81,1.94,5.12,71.86,75.0,3.84,Veg,Breakfast
Spinach pakora/pakoda (Palak pakoda),712.62,1.96,4.68,76.38,75.0,3.51,Veg,Breakfast
Methi pakora/pakoda (Methi ke pakode),713.25,2.06,4.68,76.39,75.0,3.51,Veg,Breakfast
Egg pakora/pakoda (Ande ke pakode),710.51,2.83,4.48,75.86,75.0,3.3600000000000008,Non-Veg,Breakfast
Bread pakora/pakoda,710.99,2.57,8.87,74.2,75.0,6.652499999999999,Veg,Breakfast
Paneer pakora/pakoda,718.12,3.27,5.52,76.05,75.0,4.14,Veg,Breakfast
Potato bonda (Aloo bonda),632.84,1.09,4.53,67.8,95.0,4.3035000000000005,Veg,Breakfast
Potato samosa (Aloo ka samosa),577.39,1.71,9.21,59.19,85.0,7.8285,Veg,Breakfast
Minced meat samosa (Keema ka samosa),620.99,4.43,6.14,64.26,85.0,5.218999999999999,Non-Veg,Breakfast
Paneer and pea samosa (Paneer matar ka samosa),623.81,4.02,8.55,63.65,0.0,0.0,Veg,Breakfast
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.71,1.76,7.39,73.89,85.0,6.281499999999999,Veg,Breakfast
Peanut cutlet (Mungfali ke cutlet),698.77,2.63,5.68,74.0,15.0,0.8519999999999999,Veg,Unknown
Fish cutlet (Machli ka cutlet),654.64,2.77,3.13,70.11,0.0,0.0,Non-Veg,Lunch/Dinner
Paneer potato cutlet (Paneer aloo cutlet),672.94,2.47,5.23,71.4,0.0,0.0,Veg,Lunch/Dinner
Spinach chickpeas cutlet (Palak channa dal cutlet),688.03,1.44,4.93,73.6,28.0,1.3803999999999998,Veg,Unknown
Cheese toast,785.37,1.98,5.49,84.11,0.0,0.0,Veg,Breakfast
Cheese pizza,249.5,5.79,30.62,12.43,60.0,18.372,Veg,Breakfast
Vegetable seekh kebab,690.73,1.57,5.32,73.72,0.0,0.0,Non-Veg,Breakfast
Peanut sago vada (Sabudana mungfali vada),749.89,1.01,7.14,79.82,15.0,1.071,Veg,Unknown
Vegeterian scotch egg,681.67,2.16,4.64,72.77,0.0,0.0,Non-Veg,Unknown
Paneer shaslik/tikka,93.85,5.11,7.98,4.49,0.0,0.0,Veg,Lunch/Dinner
Peanut brittle (Moongfali ki chikki),320.46,6.94,47.46,11.13,15.0,7.119,Veg,Breakfast
Spring roll,623.87,1.81,8.56,64.63,85.0,7.276,Veg,Unknown
Dry mango chutney (Sookhe aam ki chutney),298.13,2.43,69.17,0.7,55.0,38.0435,Veg,Unknown
Peanut chutney (Mungfali ki chutney),258.37,11.8,9.87,19.06,15.0,1.4805,Veg,Breakfast
Coconut chutney (Nariyal ki chutney),265.92,3.59,8.29,25.0,45.0,3.7305,Veg,Breakfast
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.6,2.81,21.18,0.51,35.0,7.412999999999999,Veg,Breakfast
Custard tart,225.6,3.72,28.66,10.73,48.0,13.7568,Veg,Unknown
Lemon tart,303.35,6.12,30.68,17.45,20.0,6.136,Veg,Unknown
Jam tart,360.72,4.42,46.18,17.35,51.0,23.5518,Veg,Unknown
Orange cream tart,197.16,2.58,27.43,8.72,30.0,8.229,Veg,Unknown
Pineapple tart,195.4,2.29,28.62,8.21,39.0,11.1618,Veg,Unknown
Cheese and mushroom tart,246.1,5.51,21.43,15.28,0.0,0.0,Veg,Breakfast
Cottage cheese pie,238.98,7.45,20.66,13.83,30.0,6.198,Veg,Unknown
Minced meat pie,221.55,7.38,18.11,13.04,47.0,8.5117,Non-Veg,Unknown
Apple cinnamon pie,258.73,3.35,33.68,12.21,39.0,13.1352,Veg,Unknown
Lemon meringue pie,224.43,3.88,35.11,8.16,47.0,16.5017,Veg,Unknown
Chocolate meringue pie,214.76,4.98,28.8,9.17,49.0,14.112,Veg,Lunch/Dinner
Cream puffs,221.33,4.7,16.0,15.48,30.0,4.8,Veg,Unknown
Chocolate eclairs,239.42,4.24,26.22,13.5,49.0,12.8478,Veg,Lunch/Dinner
Cheese balls,681.28,2.21,4.81,72.57,0.0,0.0,Veg,Breakfast
Minced meat patties,265.72,6.88,15.25,19.57,73.0,11.1325,Non-Veg,Unknown
Cheese patties,324.01,7.38,22.23,22.67,0.0,0.0,Veg,Breakfast
Hot cheese souffle,177.1,9.18,5.41,13.23,0.0,0.0,Veg,Unknown
Hot potato souffle,125.64,5.51,8.56,7.64,95.0,8.132,Veg,Unknown
Hot fish souffle,142.92,11.23,3.69,9.24,0.0,0.0,Non-Veg,Unknown
Hot spinach souffle,104.25,5.43,4.19,7.24,15.0,0.6285000000000001,Veg,Unknown
Plain cream cake,353.94,6.18,47.18,16.17,30.0,14.154000000000002,Veg,Lunch/Dinner
Apple cake (Seb ka cake),290.08,4.94,39.48,12.87,39.0,15.397199999999998,Veg,Unknown
Marble cake,354.11,6.3,46.88,16.27,85.0,39.848,Veg,Unknown
Chocolate cake,335.61,6.01,45.14,15.18,49.0,22.1186,Veg,Lunch/Dinner
Orange cake,357.61,6.1,48.28,16.21,40.0,19.312,Veg,Unknown
Fruit Loaf ,324.19,5.36,46.49,13.31,90.0,41.841,Veg,Breakfast
Banana cake (Kele ka cake),389.51,5.77,40.0,23.31,51.0,20.4,Veg,Lunch/Dinner
Chocolate chiffon cake,311.71,5.76,37.87,15.8,49.0,18.5563,Veg,Lunch/Dinner
Christmas cake,372.95,5.49,48.29,16.88,85.0,41.0465,Veg,Unknown
Strawberry and vanilla cake with butter icing,370.54,3.89,44.25,20.39,0.0,0.0,Veg,Lunch/Dinner
Eggless cake,318.08,8.12,46.14,11.75,0.0,0.0,Veg,Unknown
Swiss roll,251.87,7.3,48.34,3.77,48.0,23.2032,Veg,Unknown
Pineapple pastry ,208.21,6.06,29.04,7.87,39.0,11.3256,Veg,Unknown
Black forest pastry,233.55,6.09,34.48,8.46,30.0,10.344,Veg,Unknown
Coconut finger,274.86,7.09,42.56,8.86,45.0,19.152,Veg,Unknown
Pineapple cake ,195.57,5.01,23.51,9.34,39.0,9.1689,Veg,Unknown
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,6.56,47.1,23.62,49.0,23.079,Veg,Breakfast
Chocolate chip cookies,425.29,5.79,57.98,19.38,49.0,28.4102,Veg,Lunch/Dinner
Sweet plain biscuit,380.76,5.86,50.29,17.67,70.0,35.203,Veg,Unknown
Chocolate biscuit,379.76,5.88,51.56,17.09,70.0,36.092000000000006,Veg,Lunch/Dinner
Coconut biscuit (Nariyal ke biscuit),434.98,5.78,42.9,27.16,70.0,30.03,Veg,Unknown
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,70.0,31.563,Veg,Unknown
Peanut biscuit,401.05,8.45,46.72,20.41,70.0,32.704,Veg,Unknown
Pin wheel biscuit,404.6,5.4,54.56,18.66,70.0,38.192,Veg,Unknown
Saffron biscuit (Kesar biscuit),458.61,6.05,59.7,22.01,70.0,41.79,Veg,Unknown
Masala biscuit,393.64,6.06,45.18,20.75,70.0,31.626,Veg,Breakfast
Ice box cookies,374.24,5.7,56.09,14.44,55.0,30.849500000000003,Veg,Unknown
Ginger bread man,365.0,6.61,60.26,11.01,15.0,9.039,Veg,Unknown
Danish cookies,475.33,5.33,58.0,24.92,55.0,31.9,Veg,Unknown
Short bread cookies,443.09,6.03,64.82,17.98,40.0,25.928,Veg,Unknown
Coffee biscuit,416.57,6.9,46.55,23.0,70.0,32.585,Veg,Unknown
Melting moments,437.91,5.71,55.84,21.78,65.0,36.29600000000001,Veg,Unknown
Ginger biscuit (Adarak ke biscuit),417.91,5.98,58.44,18.31,70.0,40.908,Veg,Unknown
Soyabean muthias,839.33,2.46,3.7,90.45,15.0,0.555,Veg,Unknown
Soyabean tikki,698.17,3.53,4.39,74.02,15.0,0.6585,Veg,Breakfast
Soyabean namak paras,838.46,2.65,4.65,89.83,15.0,0.6975,Veg,Unknown
Peanut burfi (Moongfali ki burfi),550.99,9.31,48.14,36.84,15.0,7.221,Veg,Breakfast
Spinach peanut namak paras (Palak moongfali namak paras),740.16,1.65,6.62,78.51,25.0,1.655,Veg,Breakfast
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,2.08,7.63,80.04,85.0,6.485499999999999,Veg,Breakfast
Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,2.74,11.13,82.44,85.0,9.4605,Veg,Breakfast
Split bengal gram sweet rice (Channa dal sweet rice),190.21,4.15,41.07,0.64,85.0,34.9095,Veg,Unknown
Sweet poori (Meethi poori),782.75,2.12,14.26,79.63,70.0,9.982,Veg,Unknown
